gene,module,n
REG3A,black,147
XIST,grey,1238
RPS4Y1,grey,1238
GSTT1,grey,1238
XAGE1D,red,166
MYH4,grey,1238
PLA2G2A,brown,642
DLK1,grey,1238
GSTM1,grey,1238
CPLX2,grey,1238
CYP3A4,blue,703
PGC,grey,1238
SPINK1,brown,642
CYP2A6,blue,703
MAGEA6,red,166
CYP1A2,blue,703
TSIX,grey,1238
APOA4,grey,1238
REG1A,grey,1238
C9,blue,703
ALDH3A1,grey,1238
DDX3Y,grey,1238
CYP2E1,blue,703
PEG10,yellow,513
FXYD2,turquoise,1278
EEF1A2,grey,1238
MAGEA3,red,166
CYP2A7,blue,703
DCAF4L2,red,166
SLCO1B3,black,147
EPCAM,turquoise,1278
AKR1B10,grey,1238
MUC5B,turquoise,1278
CRP,turquoise,1278
EIF1AY,grey,1238
IGF2,grey,1238
SSX1,red,166
KRT23,turquoise,1278
MME,black,147
KDM5D,grey,1238
HGFAC,blue,703
PAGE4,black,147
HEPACAM,black,147
HSD17B13,blue,703
AFP,yellow,513
SAA2,blue,703
THRSP,blue,703
MAGEA1,red,166
USH1C,grey,1238
HEPN1,black,147
S100P,grey,1238
NTS,brown,642
PRAME,yellow,513
MAGEC2,red,166
SAA1,blue,703
FAM3B,black,147
AGR2,brown,642
CTNND2,turquoise,1278
KRT19,turquoise,1278
CDHR2,grey,1238
CHRNA4,blue,703
XPNPEP2,blue,703
MUC13,grey,1238
PRSS8,turquoise,1278
IGF2BP1,yellow,513
CYP1A1,blue,703
AP1M2,grey,1238
C5orf27,blue,703
PRSS3,grey,1238
RHBG,black,147
COL2A1,yellow,513
BPIL1,grey,1238
LOC255167,blue,703
RELN,black,147
UGT3A1,blue,703
GCGR,blue,703
SLC22A12,grey,1238
CA9,yellow,513
LGR5,black,147
UGT1A4,blue,703
CYP17A1,blue,703
NOTUM,black,147
ASPG,grey,1238
CHI3L1,grey,1238
CYP7A1,blue,703
ADH4,blue,703
SDS,blue,703
TM4SF20,grey,1238
NPC1L1,grey,1238
PTH2R,grey,1238
PDZK1IP1,grey,1238
CYP8B1,blue,703
UROC1,blue,703
SLC22A11,grey,1238
GLYAT,blue,703
GCK,blue,703
CTAG2,red,166
DHRS2,grey,1238
MT1G,grey,1238
GPR88,blue,703
DMKN,turquoise,1278
HAMP,turquoise,1278
INS-IGF2,green,313
SPP1,grey,1238
COX7B2,red,166
ISX,grey,1238
LOC100133469,red,166
UTY,grey,1238
MMP7,turquoise,1278
KRT7,turquoise,1278
HPD,blue,703
C14orf68,blue,703
HPGD,grey,1238
DKK1,grey,1238
PTGDS,turquoise,1278
GNG4,grey,1238
SLC6A2,black,147
LOC100131726,blue,703
MAGEA12,red,166
KNDC1,turquoise,1278
SLC22A1,blue,703
UPK3A,yellow,513
CTNNA2,black,147
TRIM55,blue,703
C19orf77,turquoise,1278
TINAG,grey,1238
MAGEC1,red,166
SLC10A1,blue,703
FGFR2,turquoise,1278
GTSF1,red,166
CXCL6,turquoise,1278
ODAM,black,147
GLS2,blue,703
LOC146336,turquoise,1278
C19orf21,turquoise,1278
ZIC1,grey,1238
CST1,black,147
DUOX2,turquoise,1278
DEFB1,turquoise,1278
SLPI,grey,1238
WNK2,turquoise,1278
LCN2,grey,1238
HAO2,blue,703
CPS1,blue,703
SFRP5,turquoise,1278
MEP1A,yellow,513
SEZ6L2,turquoise,1278
CSAG3,red,166
SLC13A3,black,147
ESRP1,turquoise,1278
CNDP1,blue,703
TAT,blue,703
PDX1,turquoise,1278
GSTA2,blue,703
NEU4,grey,1238
TTC36,blue,703
SLC34A2,turquoise,1278
HAL,blue,703
LECT2,blue,703
SLC6A11,grey,1238
GREM2,blue,703
SPP2,blue,703
CLRN3,grey,1238
HSD11B1,blue,703
MAGEA2,red,166
CFTR,turquoise,1278
FAM133A,red,166
CRYAA,blue,703
ZFY,grey,1238
PRAMEF10,blue,703
PPAP2C,turquoise,1278
CYorf15A,grey,1238
CNTFR,turquoise,1278
TMEM92,grey,1238
MT1H,grey,1238
HRG,blue,703
MUC6,turquoise,1278
NPTX2,turquoise,1278
TMC5,turquoise,1278
PITX1,yellow,513
SMEK3P,red,166
UGT1A3,blue,703
CLDN4,turquoise,1278
PPP2R2C,turquoise,1278
SYT13,turquoise,1278
ADH1C,blue,703
CYP2B7P1,blue,703
SUSD4,turquoise,1278
CSAG1,red,166
PAEP,grey,1238
FGF19,grey,1238
GABRB3,turquoise,1278
SCUBE1,blue,703
DUOXA2,brown,642
LOC84740,grey,1238
UGT1A10,grey,1238
LIN28B,red,166
FGF21,blue,703
H19,grey,1238
MFSD2A,blue,703
USP9Y,grey,1238
FAM151A,grey,1238
ACSM1,blue,703
BEX2,yellow,513
WFDC2,turquoise,1278
IP6K3,grey,1238
CFHR5,blue,703
LUM,turquoise,1278
AKR1B15,grey,1238
FAM99A,blue,703
CCL25,blue,703
CYorf15B,grey,1238
AMN,grey,1238
C7,turquoise,1278
CCL21,turquoise,1278
CSMD1,red,166
EPS8L3,yellow,513
LOC389332,turquoise,1278
SOAT2,grey,1238
CCL19,brown,642
MAGEB2,red,166
TRIM50,grey,1238
GPC3,yellow,513
GP2,turquoise,1278
FADS6,grey,1238
NQO1,grey,1238
GUCY2C,grey,1238
F9,blue,703
TGM3,grey,1238
SLC3A1,green,313
CXCL5,turquoise,1278
SSX2,red,166
C6orf223,yellow,513
ODZ2,black,147
LGALS4,grey,1238
NKD1,black,147
CYP4F22,grey,1238
MAGED4B,yellow,513
CD5L,grey,1238
SLC44A5,red,166
BCL2L10,grey,1238
ACE2,grey,1238
PAGE5,red,166
STMN2,turquoise,1278
PCSK1N,yellow,513
PODXL2,turquoise,1278
FREM2,turquoise,1278
DKK4,black,147
CTAG1B,red,166
SERPINA7,blue,703
CXCL13,brown,642
CACNG4,grey,1238
CLDN10,turquoise,1278
BEX1,grey,1238
SLC22A7,blue,703
FXYD3,yellow,513
GYS2,blue,703
PCK1,blue,703
PTGFR,green,313
GAGE12D,red,166
C8orf47,grey,1238
MSI1,grey,1238
GAGE2D,red,166
FAM19A5,turquoise,1278
SULT1C2,grey,1238
ABCB11,blue,703
PRAMEF4,blue,703
UPP2,blue,703
PIGR,blue,703
DACT2,grey,1238
FNDC5,blue,703
PROM1,turquoise,1278
MYO18B,red,166
SCGN,grey,1238
TMPRSS3,brown,642
CA12,turquoise,1278
KCNU1,black,147
FCAMR,blue,703
MT1M,grey,1238
NRCAM,grey,1238
PEG3,grey,1238
SEZ6,grey,1238
AKR1D1,blue,703
BTNL8,grey,1238
